% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.596387849e+002 +1.596387849e+002 +1.426987849e+002 +1.426987849e+002 +1.4263e+000 -4.0796e+000 +1.1455e+000 +7.6636e-001 +1.6752e+000 +5.0000e+000 -1.1376e+000 -3.4124e+000 +1.5700e+000 +2.5733e-001
2 +2.049842282e+001 +2.049842282e+001 +3.558422824e+000 +3.558422824e+000 +2.1579e+000 +2.3849e+000 +5.4651e-001 -4.4240e+000 +3.5931e-001 -2.2655e+000 +1.1271e+000 -1.7248e+000 +4.6755e+000 -2.5009e+000
76 +1.541190796e+001 +1.541190796e+001 -1.528092041e+000 -1.528092041e+000 +2.7702e+000 +3.7000e+000 -1.6771e-001 +5.6471e-001 +1.7255e+000 +1.5414e+000 -5.9216e-001 -4.7428e+000 +3.9590e+000 +5.3103e-001
149 +9.561479907e+000 +9.561479907e+000 -7.378520093e+000 -7.378520093e+000 +5.0000e+000 +3.9175e+000 -1.4292e+000 +1.4782e-001 +2.3419e+000 -9.2786e-001 -8.8931e-001 -1.8556e+000 +1.7327e+000 -6.0330e-001
211 +5.313272889e+000 +5.313272889e+000 -1.162672711e+001 -1.162672711e+001 +5.0000e+000 +2.4262e+000 +5.2465e-001 +3.4185e+000 -1.3622e-001 -1.9319e+000 +2.4743e+000 -3.2447e+000 +7.1801e-001 +8.7088e-002
327 +3.121636269e+000 +3.121636269e+000 -1.381836373e+001 -1.381836373e+001 +3.4593e+000 +2.3807e+000 +1.2298e-001 +1.0017e+000 +1.6755e+000 -1.3345e+000 +3.6589e+000 -3.5659e+000 +4.6111e-001 -1.2187e+000
977 +2.493514307e+000 +2.493514307e+000 -1.444648569e+001 -1.444648569e+001 +2.1675e+000 +2.2189e+000 -2.3768e-001 +2.2242e+000 +2.6442e+000 -3.0060e+000 +3.8848e+000 -4.2450e+000 +8.3229e-001 -1.1016e+000
5397 +1.318348363e+000 +1.318348363e+000 -1.562165164e+001 -1.562165164e+001 +4.1780e+000 +2.1660e+000 -2.0025e+000 +8.4143e-001 +1.3100e+000 -1.9857e+000 +3.6885e+000 -2.3047e+000 -1.3190e+000 -2.2618e+000
7092 +8.942418913e-001 +8.942418913e-001 -1.604575811e+001 -1.604575811e+001 +3.9491e+000 +1.7437e+000 -1.3567e+000 +1.2877e+000 +1.8465e+000 -1.7624e+000 +3.4582e+000 -2.0677e+000 -3.6880e-001 -1.9240e+000
8679 +4.842474592e-001 +4.842474592e-001 -1.645575254e+001 -1.645575254e+001 +3.7208e+000 +2.5550e+000 -1.3634e+000 +1.6167e+000 +1.4042e+000 -2.0727e+000 +3.5132e+000 -2.3005e+000 -2.2041e-001 -2.2166e+000
8966 +3.488367248e-001 +3.488367248e-001 -1.659116328e+001 -1.659116328e+001 +3.5549e+000 +2.6617e+000 -1.7476e+000 +1.4504e+000 +1.2730e+000 -1.8270e+000 +3.6340e+000 -2.3715e+000 -3.1739e-001 -1.8747e+000
9897 +2.312320956e-001 +2.312320956e-001 -1.670876790e+001 -1.670876790e+001 +3.7777e+000 +2.5421e+000 -1.6000e+000 +1.2946e+000 +1.3699e+000 -1.9595e+000 +3.4828e+000 -2.3977e+000 -3.2286e-001 -1.9062e+000
12858 +1.463311606e-001 +1.463311606e-001 -1.679366884e+001 -1.679366884e+001 +3.6957e+000 +2.4928e+000 -1.5466e+000 +1.4758e+000 +1.3755e+000 -1.9068e+000 +3.5570e+000 -2.4063e+000 -3.6025e-001 -2.1105e+000
12910 +9.906619678e-002 +9.906619678e-002 -1.684093380e+001 -1.684093380e+001 +3.5655e+000 +2.5895e+000 -1.5551e+000 +1.4701e+000 +1.3986e+000 -1.9040e+000 +3.5155e+000 -2.3024e+000 -4.0047e-001 -1.9718e+000
15704 +5.981194205e-002 +5.981194205e-002 -1.688018806e+001 -1.688018806e+001 +3.6614e+000 +2.5658e+000 -1.5552e+000 +1.4634e+000 +1.3731e+000 -1.9381e+000 +3.4914e+000 -2.3086e+000 -3.9661e-001 -2.0533e+000
18856 +3.262921530e-002 +3.262921530e-002 -1.690737078e+001 -1.690737078e+001 +3.6328e+000 +2.5517e+000 -1.5422e+000 +1.4806e+000 +1.4037e+000 -1.9030e+000 +3.4906e+000 -2.3420e+000 -3.9282e-001 -2.0352e+000
20701 +2.467334606e-002 +2.467334606e-002 -1.691532665e+001 -1.691532665e+001 +3.6391e+000 +2.5466e+000 -1.5259e+000 +1.4711e+000 +1.3968e+000 -1.9147e+000 +3.4992e+000 -2.3510e+000 -3.8310e-001 -2.0503e+000
21906 +1.044097825e-002 +1.044097825e-002 -1.692955902e+001 -1.692955902e+001 +3.6558e+000 +2.5530e+000 -1.5275e+000 +1.4737e+000 +1.3941e+000 -1.9070e+000 +3.4994e+000 -2.3553e+000 -3.8681e-001 -2.0341e+000
22732 +7.900557233e-003 +7.900557233e-003 -1.693209944e+001 -1.693209944e+001 +3.6589e+000 +2.5520e+000 -1.5284e+000 +1.4686e+000 +1.3930e+000 -1.9083e+000 +3.4963e+000 -2.3491e+000 -3.8454e-001 -2.0374e+000
24363 +6.016370337e-003 +6.016370337e-003 -1.693398363e+001 -1.693398363e+001 +3.6530e+000 +2.5473e+000 -1.5266e+000 +1.4654e+000 +1.3960e+000 -1.9057e+000 +3.5017e+000 -2.3475e+000 -3.8112e-001 -2.0370e+000
25138 +2.952854493e-003 +2.952854493e-003 -1.693704715e+001 -1.693704715e+001 +3.6552e+000 +2.5485e+000 -1.5296e+000 +1.4682e+000 +1.3951e+000 -1.9068e+000 +3.5013e+000 -2.3509e+000 -3.8190e-001 -2.0363e+000
27581 +2.476018619e-003 +2.476018619e-003 -1.693752398e+001 -1.693752398e+001 +3.6549e+000 +2.5494e+000 -1.5307e+000 +1.4695e+000 +1.3964e+000 -1.9077e+000 +3.5019e+000 -2.3501e+000 -3.8402e-001 -2.0358e+000
28140 +1.524076638e-003 +1.524076638e-003 -1.693847592e+001 -1.693847592e+001 +3.6556e+000 +2.5498e+000 -1.5273e+000 +1.4704e+000 +1.3945e+000 -1.9076e+000 +3.5013e+000 -2.3496e+000 -3.8284e-001 -2.0361e+000
31069 +8.718003738e-004 +8.718003738e-004 -1.693912820e+001 -1.693912820e+001 +3.6557e+000 +2.5499e+000 -1.5299e+000 +1.4691e+000 +1.3963e+000 -1.9076e+000 +3.5019e+000 -2.3503e+000 -3.8432e-001 -2.0365e+000
32827 +5.505416605e-004 +5.505416605e-004 -1.693944946e+001 -1.693944946e+001 +3.6561e+000 +2.5498e+000 -1.5295e+000 +1.4699e+000 +1.3959e+000 -1.9080e+000 +3.5017e+000 -2.3506e+000 -3.8377e-001 -2.0360e+000
34292 +3.518972147e-004 +3.518972147e-004 -1.693964810e+001 -1.693964810e+001 +3.6561e+000 +2.5495e+000 -1.5296e+000 +1.4695e+000 +1.3960e+000 -1.9080e+000 +3.5015e+000 -2.3503e+000 -3.8405e-001 -2.0363e+000
35100 +1.727846104e-004 +1.727846104e-004 -1.693982722e+001 -1.693982722e+001 +3.6561e+000 +2.5496e+000 -1.5297e+000 +1.4696e+000 +1.3960e+000 -1.9081e+000 +3.5016e+000 -2.3504e+000 -3.8405e-001 -2.0360e+000
35469 +1.529668796e-004 +1.529668796e-004 -1.693984703e+001 -1.693984703e+001 +3.6560e+000 +2.5496e+000 -1.5294e+000 +1.4696e+000 +1.3961e+000 -1.9080e+000 +3.5016e+000 -2.3505e+000 -3.8383e-001 -2.0359e+000
37111 +8.373333725e-005 +8.373333725e-005 -1.693991627e+001 -1.693991627e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8403e-001 -2.0360e+000
38343 +3.993859534e-005 +3.993859534e-005 -1.693996006e+001 -1.693996006e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8398e-001 -2.0360e+000
38457 +3.450309590e-005 +3.450309590e-005 -1.693996550e+001 -1.693996550e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8399e-001 -2.0360e+000
39812 +2.119458791e-005 +2.119458791e-005 -1.693997881e+001 -1.693997881e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8399e-001 -2.0360e+000
44021 +1.129013595e-005 +1.129013595e-005 -1.693998871e+001 -1.693998871e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8399e-001 -2.0360e+000
44946 +8.258147499e-006 +8.258147499e-006 -1.693999174e+001 -1.693999174e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
45425 +5.787327844e-006 +5.787327844e-006 -1.693999421e+001 -1.693999421e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
45931 +2.903746442e-006 +2.903746442e-006 -1.693999710e+001 -1.693999710e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
46819 +2.070389094e-006 +2.070389094e-006 -1.693999793e+001 -1.693999793e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
47022 +1.273651577e-006 +1.273651577e-006 -1.693999873e+001 -1.693999873e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
48493 +9.666263487e-007 +9.666263487e-007 -1.693999903e+001 -1.693999903e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
50006 +6.085946218e-007 +6.085946218e-007 -1.693999939e+001 -1.693999939e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
50846 +3.800887356e-007 +3.800887356e-007 -1.693999962e+001 -1.693999962e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
53353 +1.947895498e-007 +1.947895498e-007 -1.693999981e+001 -1.693999981e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
54890 +1.363787732e-007 +1.363787732e-007 -1.693999986e+001 -1.693999986e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
55141 +9.101038856e-008 +9.101038856e-008 -1.693999991e+001 -1.693999991e+001 +3.6560e+000 +2.5496e+000 -1.5296e+000 +1.4696e+000 +1.3960e+000 -1.9080e+000 +3.5016e+000 -2.3504e+000 -3.8400e-001 -2.0360e+000
